Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Arema - Persik Kediri 2:3,Indonesia. Liga 1,2023-02-28,GK,97,3,2.78,6,3,2,1,8,6,17,17,4,2,2
Arema - PSM 0:1,Indonesia. Liga 1,2023-02-04,GK,100,1,0.73,2,1,1,4,11,6,8,7,4,4,0
PSS Sleman - Arema 2:0,Indonesia. Liga 1,2023-01-26,GK,97,2,0.92,2,0,0,1,6,4,11,11,7,3,4
PSIS Semarang - Arema 1:0,Indonesia. Liga 1,2023-01-21,GK,97,1,0.18,3,2,2,3,5,3,13,13,8,5,3
Bhayangkara F.C. - Arema 1:0,Indonesia. Liga 1,2022-12-23,GK,98,1,1.27,4,3,1,1,8,4,18,18,7,4,3
Arema - Madura United 0:2,Indonesia. Liga 1,2022-12-20,GK,96,2,1.54,3,1,1,0,0,0,11,11,10,7,3
Arema - Persita 2:0,Indonesia. Liga 1,2022-12-17,GK,97,0,0.71,6,6,5,2,14,7,4,4,15,4,11
Persikabo 1973 - Arema 0:1,Indonesia. Liga 1,2022-12-14,GK,96,0,0.28,4,4,2,7,11,6,2,2,4,1,3
Arema - Persis Solo 2:1,Indonesia. Liga 1,2022-12-11,GK,100,1,1.99,8,7,2,3,9,8,7,7,14,4,10
Dewa United - Arema 0:2,Indonesia. Liga 1,2022-12-07,GK,96,0,0.89,2,2,1,1,8,4,11,11,5,1,4
Arema - Persebaya Surabaya 2:3,Indonesia. Liga 1,2022-10-01,GK,103,3,1.64,3,0,0,0,6,6,11,10,5,4,1
Persik Kediri - Arema 0:1,Indonesia. Liga 1,2022-09-17,GK,75,0,0.22,2,2,2,2,10,8,12,12,2,0,2
Barito Putera - Arema 1:1,Indonesia. Liga 1,2022-09-04,GK,99,1,0.45,4,3,1,2,11,10,18,18,3,2,1
Arema - Persija 0:1,Indonesia. Liga 1,2022-08-28,GK,98,1,0.54,3,2,1,3,16,12,7,7,2,1,1
Arema - Rans Nusantara 4:2,Indonesia. Liga 1,2022-08-24,GK,96,2,1.91,5,3,1,1,13,10,6,6,10,4,6
Bali United - Arema 1:2,Indonesia. Liga 1,2022-08-13,GK,97,1,0.96,2,1,0,0,1,1,2,2,11,1,10
Arema - PSS Sleman 0:0,Indonesia. Liga 1,2022-08-05,GK,97,0,0.17,2,2,0,1,7,7,11,11,4,2,2
Arema - PSIS Semarang 2:1,Indonesia. Liga 1,2022-07-30,GK,98,1,0.67,2,1,0,0,2,2,10,10,4,2,2
Borneo FC - Arema 3:0,Indonesia. Liga 1,2022-07-24,GK,95,3,1.77,6,3,2,0,4,2,14,14,6,3,3
