Match,Competition,Date,Position,Minutes played,Conceded goals,xCG,Shots against,Saves,Saves with reflexes,Exits,Long passes,Long passes accurate,Short passes,Short passes accurate,Goal kicks,Short goal kicks,Long goal kicks
Go Ahead Eagles - PSV II 1:1,Netherlands. Eerste Divisie,2017-12-12,GK,94,1,2.27,9,8,4,0,12,11,24,21,7,5,2
Den Bosch - Go Ahead Eagles 3:0,Netherlands. Eerste Divisie,2017-12-01,GK,92,3,1.89,7,4,1,2,9,5,22,22,17,7,10
Go Ahead Eagles - Utrecht II 0:0,Netherlands. Eerste Divisie,2017-11-27,GK,94,0,0.48,4,4,2,2,9,3,30,30,6,0,6
Fortuna Sittard - Go Ahead Eagles 2:1,Netherlands. Eerste Divisie,2017-11-24,GK,94,2,2.83,9,7,4,2,16,9,12,12,13,7,6
Go Ahead Eagles - Dordrecht 0:3,Netherlands. Eerste Divisie,2017-11-17,GK,90,3,2.52,7,4,1,1,1,1,13,11,3,2,1
Telstar - Go Ahead Eagles 3:1,Netherlands. Eerste Divisie,2017-11-03,GK,94,3,2.69,7,4,2,4,12,11,24,24,11,5,6
Go Ahead Eagles - AZ II 2:1,Netherlands. Eerste Divisie,2017-10-27,GK,95,1,0.99,6,5,2,2,9,7,20,19,7,4,3
Go Ahead Eagles - Ajax II 4:1,Netherlands. Eerste Divisie,2017-10-20,GK,93,1,1.89,9,8,5,4,15,11,25,24,11,7,4
De Graafschap - Go Ahead Eagles 1:1,Netherlands. Eerste Divisie,2017-10-15,GK,97,1,1.67,7,6,4,3,12,7,13,12,21,6,15
Oss - Go Ahead Eagles 1:6,Netherlands. Eerste Divisie,2017-10-06,GK,92,1,1.71,12,11,4,3,9,4,30,30,9,6,3
Go Ahead Eagles - Almere City 2:1,Netherlands. Eerste Divisie,2017-09-29,GK,93,1,0.72,2,1,0,3,8,4,23,22,12,2,10
Emmen - Go Ahead Eagles 0:0,Netherlands. Eerste Divisie,2017-09-22,GK,92,0,1.29,6,6,2,4,11,4,20,20,18,9,9
Go Ahead Eagles - Cambuur 1:3,Netherlands. Eerste Divisie,2017-09-15,GK,96,3,2.56,8,5,3,1,6,4,19,17,7,2,5
Go Ahead Eagles - Volendam 1:1,Netherlands. Eerste Divisie,2017-09-08,GK,93,1,1.86,8,7,3,1,3,3,19,18,8,5,3
Helmond Sport - Go Ahead Eagles 1:1,Netherlands. Eerste Divisie,2017-09-01,GK,96,1,2.04,6,5,3,5,19,11,12,12,8,2,6
Go Ahead Eagles - NEC 1:1,Netherlands. Eerste Divisie,2017-08-25,GK,94,1,1.06,5,4,2,3,6,5,28,28,9,6,3
MVV - Go Ahead Eagles 4:3,Netherlands. Eerste Divisie,2017-08-18,GK,97,4,3.53,8,4,2,4,8,3,9,8,14,2,12
